dead_url,domain,category,file_count,files
https://abcnews.com/538/pro-israel-groups-spent-big-oust-squad-members/story,abcnews.com,DEAD,1,Stories/Published/Contradiction Deep Dives/Contradiction 12 - AIPAC Buys Progressive Cover for Bipartisan Israel Policy.md
https://abcnews.com/Politics/alex-acosta-former-us-attorney-negotiated-epsteins-plea/story,abcnews.com,DEAD,1,Politicians/Republicans/Trump Cabinet/Alexander Acosta/_Alexander Acosta Master Profile.md
https://abcnews.com/Politics/booker-returns-pharma-executives-money-claimed-accepted/story,abcnews.com,DEAD,1,Politicians/Democrats/Senate/Cory Booker/_Cory Booker Master Profile.md
https://abcnews.com/Politics/hegseth-earned-46m-salary-fox-news-host-past/story,abcnews.com,DEAD,1,Politicians/Republicans/Trump Cabinet/Pete Hegseth/Fox News to Pentagon - The Media-Military Pipeline.md
https://abcnews.com/Politics/marco-rubio-unanimously-confirmed-secretary-state-becoming-member/story,abcnews.com,DEAD,1,Politicians/Republicans/Trump Cabinet/Marco Rubio/_Marco Rubio Master Profile.md
https://abcnews.com/Politics/messages-yemen-war-plans-inadvertently-shared-reporter-timeline/story,abcnews.com,DEAD,1,Politicians/Republicans/Presidential/Donald Trump/Surveillance/Signalgate - The Yemen Strike Chat and the Security Theater.md
https://abcnews.com/Politics/mike-waltz-national-security-adviser-added-journalist-signal/story,abcnews.com,DEAD,1,Politicians/Republicans/Trump Cabinet/Michael Waltz/_Michael Waltz Master Profile.md
https://abcnews.com/Politics/rep-nancy-mace-position-lgbtq-community-appears-changed/story,abcnews.com,DEAD,1,Politicians/Republicans/House/Nancy Mace.md
https://abcnews.com/Politics/tulsi-gabbard-income-disclosure-wealth/story,abcnews.com,DEAD,1,Media & Influence Pipeline/The Revolving Door (Media) — Government-to-Media Personnel Pipeline.md
https://abcnews.com/Politics/white-house-faces-questions-uae-royals-investment-trump/story,abcnews.com,DEAD,1,Donors & Power Networks/Tech & Crypto/World Liberty Financial.md
https://abcnews.com/US/gabbards-views-russia-shaped-part-kremlin-propaganda-outlet/story,abcnews.com,DEAD,2,Politicians/Republicans/Trump Cabinet/Tulsi Gabbard/The Anti-Establishment Brand and the Foreign Influence Questions.md | Politicians/Republicans/Trump Cabinet/Tulsi Gabbard/_Tulsi Gabbard Master Profile.md
https://abcnews.com/US/linkedin-founder-reid-hoffmans-ties-jeffrey-epstein-face/story,abcnews.com,DEAD,1,Donors & Power Networks/Mega-Donors/Reid Hoffman.md
https://abcnews.com/US/lobbying-firm-close-ties-trump-poised-profit-new/story,abcnews.com,DEAD,1,Lobbying Firms & K Street/Ballard Partners.md
https://abcnews.com/US/trump-retweets-alt-activist-pushed-pizzagate-conspiracy/story,abcnews.com,DEAD,1,Media & Influence Pipeline/Right/Jack Posobiec.md
https://abcnews.com/US/trump-tapped-unprecedented-13-billionaires-top-administration-roles/story,abcnews.com,DEAD,1,Politicians/Republicans/Presidential/Donald Trump/Governance/The Billionaire Cabinet - Wealthiest Administration in History.md
https://abcnews.go.com/Politics/bloomberg-2020-campaign-spending/story,abcnews.go.com,DEAD,1,Donors & Power Networks/Mega-Donors/Michael Bloomberg.md
https://www.aclu.org/news/health-care-advocacy/,aclu.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Healthcare/COVID No-Bid Contracts - Blue Shield and UnitedHealth.md
https://www.aclu.org/news/immigrants-rights/california-sanctuary-county-compliance-2024/,aclu.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/Sanctuary State - SB 54 and What It Actually Does.md
https://www.aclu.org/press-releases/aclu-georgia-kemp-used-absentee-ballot-and-drop-box-in-november-then-signed-voter,aclu.org,DEAD,1,Politicians/Republicans/Governors/Brian Kemp.md
https://www.acluca.org/the-california-values-act-what-you-need-to-know/,acluca.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/Sanctuary State - SB 54 and What It Actually Does.md
https://www.aclunc.org/our-work/legal-docket/care-court,aclunc.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Healthcare/Mental Health CARE Court and Forced Treatment.md
https://www.aclusocal.org/en/campaigns/end-ice-detention-california,aclusocal.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/Private Detention - AB 32.md
https://act.rootsaction.org/p/dia/action/public/,act.rootsaction.org,CONNECTION_ERROR,1,Politicians/Democrats/Senate/Dianne Feinstein.md
https://www.adl.org/resources/blog/rumble-emerges-platform-choice-antisemitic-and-far-right-extremist-content,adl.org,DEAD,1,Media & Influence Pipeline/Right/Rumble.md
https://www.adn.com/politics/2025/11/14/oil-industry-keeps-funding-republicans-despite-climate-crisis/,adn.com,DEAD,1,Stories/Published/2026 Senate Races/Alaska 2026 Senate Race.md
https://www.aflcio.org/news/ohio-afl-cio-endorses-amy-acton-governor,aflcio.org,DEAD,1,Politicians/Democrats/Governors/Amy Acton/The Labor Coalition and What Unions Expect.md
https://www.afpm.org/newsroom/news/afpm-statement-president-trumps-executive-orders-unleashing-american-energy,afpm.org,DEAD,1,Donors & Power Networks/Energy & Utilities/American Fuel and Petrochemical Manufacturers.md
https://www.alaskapublic.org/2026/03/alaska-native-voting-power-2026,alaskapublic.org,DEAD,1,Stories/Published/2026 Senate Races/Alaska 2026 Senate Race.md
https://www.americanbanker.com/maxine-waters-financial-services/,americanbanker.com,DEAD,1,Politicians/Democrats/House/Maxine Waters/The Financial Services Committee and Wall Street Oversight.md
https://www.americanfriendsoflikud.org,americanfriendsoflikud.org,CONNECTION_ERROR,1,Politicians/International/Benjamin Netanyahu/The American Donor Network.md
https://www.americanimmigrationcouncil.org/research/h-1b-visa-program-overview,americanimmigrationcouncil.org,DEAD,1,Donors & Power Networks/Tech & Crypto/Silicon Valley Democratic Donor Network.md
https://americanoversight.org/investigation/the-constitutional-sheriffs-movement-and-its-threat-democracy/,americanoversight.org,DEAD,1,Politicians/Races/CA Governor 2026/Chad Bianco/Far-Right Affiliations/CSPOA - The Anti-Government Sheriff Network.md
https://www.americanprogress.org/article/sb54-compliance-california/,americanprogress.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/Sanctuary State - SB 54 and What It Actually Does.md
https://americansfortaxfairness.org/issue/carried-interest/,americansfortaxfairness.org,DEAD,2,Donors & Power Networks/Wall Street/Blackstone Group.md | Donors & Power Networks/Wall Street/Private Equity Industry Bloc.md
https://americansfortaxfairness.org/tax-fairness-briefing-booklet/fact-sheet-koch-brothers-exposed-billionaires-fuel-extreme-right/,americansfortaxfairness.org,DEAD,1,Donors & Power Networks/Mega-Donors/Koch Network - Charles Koch.md
https://www.amyacton.com/healthcare-plan,amyacton.com,DEAD,1,Politicians/Democrats/Governors/Amy Acton/The Healthcare Platform and the Insurance Industry Question.md
https://www.auditor.ca.gov/reports/2020-128/index.html,auditor.ca.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Criminal Justice/San Quentin - COVID Disaster and Rehabilitation Theater.md
https://bettergov.org/illinois-igaming,bettergov.org,DEAD,1,Stories/Published/Investigations/Sports Gambling Industry State Capture.md
https://www.biologicaldiversity.org/programs/energy-justice/california/,biologicaldiversity.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Environment/Fracking and Oil Permits - Green Branding vs. Record.md
https://www.bostonglobe.com/metro/2018/10/23/lawmakers-are-calling-for-halt-saudi-arms-sales-that-could-mean-big-hit-for-raytheon/,bostonglobe.com,DEAD,1,Politicians/Democrats/House/Jim McGovern/_Jim McGovern Master Profile.md
https://www.brookings.edu/articles/alec-model-bills-are-more-likely-to-become-law-heres-why/,brookings.edu,DEAD,1,Donors & Power Networks/Mega-Donors/Koch Network - Charles Koch.md
https://www.brookings.edu/articles/opportunity-zones-what-we-know-and-what-we-dont/,brookings.edu,DEAD,1,Donors & Power Networks/Real Estate/Real Estate Roundtable.md
https://www.brownfieldagnews.com/news/hinson-introduces-eats-act/,brownfieldagnews.com,DEAD,1,Politicians/Republicans/Senate/Ashley Hinson/E15 Ethanol and Agricultural Subsidy Advocacy.md
https://bush.house.gov/about,bush.house.gov,CONNECTION_ERROR,1,Politicians/Democrats/House/Cori Bush/_Cori Bush Master Profile.md
https://campaignlegalcenter.org/our-work/litigation/foreign-donor-disclosure-ballot-measures,campaignlegalcenter.org,DEAD,1,Stories/Published/Investigations/Foreign Money in State Ballot Initiatives.md
https://www.causeiq.com/organizations/league-of-conservation-voters,causeiq.com,DEAD,1,Donors & Power Networks/Super PACs/League of Conservation Voters.md
https://www.cbsnews.com/news/gop-megadonor-richard-uihlein-pours-millions-into-effort-to-hinder-ohio-abortion-amendment/,cbsnews.com,DEAD,1,Donors & Power Networks/Mega-Donors/Richard and Elizabeth Uihlein.md
https://www.cbsnews.com/news/laphonza-butler-senate-california-gavin-newsom-dianne-feinstein-seat-rcna118052,cbsnews.com,DEAD,2,Politicians/Democrats/Senate/Catherine Cortez Masto.md | Politicians/Democrats/Senate/Laphonza Butler.md
https://cces.mit.edu/team/lex-fridman/,cces.mit.edu,DEAD,1,Media & Influence Pipeline/Centrist/Lex Fridman.md
https://www.cde.ca.gov/cd/ci/charter/,cde.ca.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Education/Charter Schools and the Billionaire Reform Movement.md
https://www.cde.ca.gov/ci/gs/tk/,cde.ca.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Education/Universal Pre-K and Transitional Kindergarten.md
https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/15/20-16496.pdf,cdn.ca9.uscourts.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/Private Detention - AB 32.md
https://www.cfr.org/experts/colin-powell,cfr.org,DEAD,1,Politicians/Republicans/Trump Cabinet/Colin Powell/_Colin Powell Master Profile.md
https://www.cfr.org/experts/condoleezza-rice,cfr.org,DEAD,1,Politicians/Republicans/Trump Cabinet/Condoleezza Rice/_Condoleezza Rice Master Profile.md
https://www.chicagotribune.com/politics/ct-aipac-spending-illinois-20240930-story.html,chicagotribune.com,DEAD,1,Donors & Power Networks/Super PACs/Affordable Chicago Now PAC.md
https://www.childtrends.org/publications/california-childcare-2024,childtrends.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Education/Universal Pre-K and Transitional Kindergarten.md
https://cisac.stanford.edu/about/director,cisac.stanford.edu,DEAD,1,Politicians/Republicans/Trump Cabinet/Condoleezza Rice/_Condoleezza Rice Master Profile.md
https://www.citizen.org/article/chamber-of-secrets/,citizen.org,DEAD,1,Donors & Power Networks/Dark Money/US Chamber of Commerce.md
https://www.citizen.org/article/congressional-leadership-fund-fossil-fuel-spending-2020-2022/,citizen.org,DEAD,1,Politicians/Republicans/House/_Kevin McCarthy Master Profile.md
https://www.citizen.org/article/farm-subsidy-analysis-congress/,citizen.org,DEAD,1,Politicians/Republicans/House/_Frank Lucas Master Profile.md
https://www.citizensforethics.org/analysis-kevin-mccarthy-oil-industry-funding/,citizensforethics.org,DEAD,1,Politicians/Republicans/House/_Kevin McCarthy Master Profile.md
https://www.citizensforethics.org/analysis/the-sedition-caucus/,citizensforethics.org,DEAD,1,Politicians/Republicans/Presidential/Donald Trump/January 6th & Election Denial/The Insurrection Investment - Who Funded January 6th and What They Got.md
http://classic.maplight.org/corework,classic.maplight.org,CONNECTION_ERROR,1,Stories/Published/Voting Record Layer - When Donors Vote Through Their Politicians.md
https://www.cleveland.com/politics/2020/05/ohio-senate-blocks-house-bill-limiting-health-directors-power.html,cleveland.com,DEAD,1,Politicians/Democrats/Governors/Amy Acton/The COVID Tenure and the Political Fallout.md
https://www.cms.gov/data-research/statistics-trends-and-reports,cms.gov,DEAD,1,Donors & Power Networks/Healthcare/Blue Cross Blue Shield Association.md
https://www.cms.gov/marketplace-state-data/ohio,cms.gov,DEAD,1,Politicians/Democrats/Governors/Amy Acton/The Healthcare Platform and the Insurance Industry Question.md
https://www.cnbc.com/2017/02/03/blackstones-schwarzman-on-trump-business-advisory-council.html,cnbc.com,DEAD,1,Donors & Power Networks/Real Estate/Real Estate Roundtable.md
https://www.cnbc.com/2017/06/26/koch-network-warns-donors-are-closing-wallets-until-they-see-legislative-progress.html,cnbc.com,DEAD,1,Donors & Power Networks/Mega-Donors/Koch Network - Charles Koch.md
https://www.cnbc.com/2019/03/28/cory-booker-lines-up-support-in-the-financial-industry-to-help-him-raise-cash-for-2020/,cnbc.com,DEAD,1,Stories/Published/Contradiction Deep Dives/Contradiction 01 - Goldman Sachs Funds Both Sides of Financial Regulation.md
https://www.cnbc.com/2022/08/04/kyrsten-sinema-demands-carried-interest-change-removed-from-manchin-schumer-climate-deal.html,cnbc.com,DEAD,1,Donors & Power Networks/Real Estate/Real Estate Roundtable.md
https://www.cnbc.com/2023/06/30/supreme-court-blocks-biden-student-loan-forgiveness-plan.html,cnbc.com,DEAD,1,Politicians/Democrats/Presidential/Joe Biden/The Student Loan Gambit - Promise Block and Political Credit.md
https://www.cnbc.com/2024/03/15/rebekah-mercer-trump.html,cnbc.com,DEAD,1,Donors & Power Networks/Mega-Donors/Rebekah Mercer.md
https://www.cnbc.com/2024/07/reed-hastings-kamala-harris-donation/,cnbc.com,DEAD,1,Donors & Power Networks/Media & Entertainment/Hollywood Democratic Donor Network.md
https://www.cnbc.com/2024/11/07/timothy-mellon-quietly-spent-165-million-on-2024-election-making-him-second-largest-donor.html,cnbc.com,DEAD,1,Donors & Power Networks/Mega-Donors/Timothy Mellon.md
https://www.cnbc.com/2024/11/13/crypto-firms-dump-77-million-into-fairshake-pac-for-2026/,cnbc.com,DEAD,1,Politicians/Races/CA Governor 2026/Katie Porter/Fairshake and the Crypto Industry War.md
https://www.cnbc.com/2025/03/14/david-sacks-sold-200-million-in-crypto-holdings-before-wh-job.html,cnbc.com,DEAD,1,Media & Influence Pipeline/The Both-Sides Illusion (Media Edition) — Shared Infrastructure Behind Opposing Voices.md
https://www.cnn.com/2019/02/tech/amazon-hq2-nyc,cnn.com,DEAD,1,Donors & Power Networks/Tech & Crypto/Amazon.md
https://www.cnn.com/2025/01/25/politics/crypto-regulation-gensler-replacement/,cnn.com,DEAD,1,Donors & Power Networks/Tech & Crypto/Fairshake PAC.md
https://www.cnn.com/2025/06/15/politics/musk-trump-breakup/,cnn.com,DEAD,1,Donors & Power Networks/Mega-Donors/Elon Musk.md
https://www.cnn.com/technology/elon-musk-sues-media-matters/index.html,cnn.com,DEAD,1,Donors & Power Networks/Dark Money/Media Matters.md
https://www.cnpaction.org/,cnpaction.org,CONNECTION_ERROR,1,Media & Influence Pipeline/Right/Dinesh D'Souza.md
https://cointelegraph.com/news/rep-mike-collins-accepting-crypto-donations-campaign,cointelegraph.com,DEAD,1,Politicians/Republicans/Senate/Mike Collins/Crypto and AIPAC's Georgia Strategy.md
https://cole.house.gov/media/press-releases/cole-votes-favor-fiscal-year-2026-defense-appropriations-bill,cole.house.gov,DEAD,1,Politicians/Republicans/House/Tom Cole/_Tom Cole Master Profile.md
https://www.commondreams.org/news/2021/03/05/here-are-8-democrats-who-just-joined-gop-to-vote-down-sanders-15-minimum-wage-amendment,commondreams.org,DEAD,1,Stories/Published/Voting Record Layer - When Donors Vote Through Their Politicians.md
https://www.commondreams.org/views/2019/09/05/walton-family-plot-privatize-public-schools-of-arkansas,commondreams.org,DEAD,1,Politicians/Republicans/Governors/Sarah Huckabee Sanders/The LEARNS Act and the Education Privatization Donor Network.md
https://connolly.house.gov/about/full-biography.htm,connolly.house.gov,CONNECTION_ERROR,1,Politicians/Democrats/House/Gerry Connolly/_Gerry Connolly Master Profile.md
https://www.consumerfinance.gov/about-us/newsroom/cfpb-ordered-return-about-21-billion-in-relief-to-consumers/,consumerfinance.gov,DEAD,1,Politicians/Democrats/Senate/Elizabeth Warren/_Elizabeth Warren Master Profile.md
https://www.consumerfinance.gov/about-us/newsroom/statements-speeches/history-of-the-cfpb/,consumerfinance.gov,DEAD,1,Politicians/Democrats/Senate/Elizabeth Warren/The CFPB and the Limits of Reform Within the System.md
https://convention.acec.org/speakers/congressman-rick-larsen/,convention.acec.org,DEAD,1,Politicians/Democrats/House/Rick Larsen/_Rick Larsen Master Profile.md
https://corpgov.law.harvard.edu/2016/01/24/why-the-government-didnt-prosecute-wall-street-the-case-of-the-2008-financial-crisis/,corpgov.law.harvard.edu,DEAD,1,Politicians/Democrats/Presidential/Barack Obama/The Bank Bailout and the Prosecution That Never Came.md
https://costsofwar.watson.brown.edu/papers/2025/MilitaryContractors,costsofwar.watson.brown.edu,DEAD,1,Donors & Power Networks/Defense & Intelligence/Lockheed Martin.md
https://credo.stanford.edu/2024-california-tk-outcomes,credo.stanford.edu,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Education/Universal Pre-K and Transitional Kindergarten.md
https://crew.org/report/dark-money-think-tanks/,crew.org,DEAD,1,Stories/Published/Investigations/Think Tank Capture - Foreign Governments Writing US Policy.md
https://crew.org/report/foreign-dark-money/,crew.org,DEAD,1,Stories/Published/Investigations/Foreign Money in State Ballot Initiatives.md
https://crew.org/reports/,crew.org,DEAD,1,Stories/Published/Investigations/Crypto PAC Regulatory Capture - Fairshake 2026.md
https://www.currentaffairs.org/posts/the-guy-who-just-loves-everyone,currentaffairs.org,DEAD,1,Media & Influence Pipeline/Centrist/Lex Fridman.md
https://dealbook.nytimes.com/2014/12/11/citigroup-and-other-big-banks-win-a-round-in-dodd-frank-rollback/,dealbook.nytimes.com,DEAD,1,Donors & Power Networks/Wall Street/Citigroup.md
https://www.defensenews.com/air/2024/11/25/air-force-awards-boeing-2-4-billion-contract-for-kc-46-tankers/,defensenews.com,DEAD,1,Politicians/Democrats/Senate/Patty Murray/_Patty Murray Master Profile.md
https://www.defensenews.com/general-dynamics/,defensenews.com,DEAD,1,Donors & Power Networks/Defense & Intelligence/General Dynamics.md
https://www.defensenews.com/industry/2023/03/20/the-true-cost-of-iraq-war/,defensenews.com,DEAD,1,Politicians/Republicans/Trump Cabinet/Colin Powell/_Colin Powell Master Profile.md
https://democracyfund.org/grants/voter-contact-coordination-research/,democracyfund.org,DEAD,1,Donors & Power Networks/Dark Money/America Votes.md
https://www.democracynow.org/2016/3/11/the_vulture-how_billionaire_rubio_backer,democracynow.org,DEAD,1,Stories/Published/Contradiction Deep Dives/Contradiction 07 - Schwarzman and Singer Fund Every Republican Faction.md
https://www.democrats.org/problem-solvers-caucus,democrats.org,DEAD,1,Politicians/Democrats/House/_Josh Gottheimer Master Profile.md
https://deq.nc.gov/about/divisions/waste-management/coal-ash-management,deq.nc.gov,DEAD,1,Donors & Power Networks/Energy & Utilities/Duke Energy.md
https://www.desmog.com/national-association-of-manufacturers/,desmog.com,DEAD,1,Donors & Power Networks/Dark Money/National Association of Manufacturers.md
https://www.desmoinesregister.com/grassley/,desmoinesregister.com,DEAD,1,Politicians/Republicans/Senate/Chuck Grassley/_Chuck Grassley Master Profile.md
https://www.detroitnews.com/story/news/nation/2022/11/21/gops-lackluster-fundraising-spurs-post-election-infighting/69667317007/,detroitnews.com,DEAD,1,Politicians/Republicans/Senate/Rick Scott/NRSC Chair and the McConnell Spending War.md
https://www.detroitnews.com/story/news/politics/2020/10/09/michigan-u-s-senate-races-turns-into-total-air-war-covid-19-era/3578413001/,detroitnews.com,REDIRECT_LOOP,1,Politicians/Democrats/Senate/Gary Peters/_Gary Peters Master Profile.md
https://www.detroitnews.com/story/news/politics/2025/08/01/crownquest-texas-oil-and-gas-tim-dunn-gives-5-million-to-mike-rogers-super-pac-michigan-senate/85472913007/,detroitnews.com,REDIRECT_LOOP,2,Donors & Power Networks/Mega-Donors/Tim Dunn.md | Donors & Power Networks/Super PACs/Great Lakes Conservatives Fund.md
https://www.dfeh.ca.gov/carb/,dfeh.ca.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Labor/Farmworker Union Rights - AB 2183 Veto and Reversal.md
https://www.dhs.gov/publication/budget-overview,dhs.gov,DEAD,1,Politicians/Republicans/Presidential/Donald Trump/Immigration/Immigration Enforcement - The Detention Economy.md
https://www.dhs.gov/sites/default/files/2023-03/DHS%20BIB%20-%20web%20version.pdf,dhs.gov,DEAD,1,Politicians/Democrats/House/Bennie Thompson/_Bennie Thompson Master Profile.md
https://www.dir.ca.gov/dls/prevailing-wage.html,dir.ca.gov,DEAD,1,Donors & Power Networks/Labor Unions/IBEW California State Association.md
https://www.disabilityrightsca.org/news/sb-43-gravely-disabled,disabilityrightsca.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Healthcare/Mental Health CARE Court and Forced Treatment.md
https://dlnews.com/articles/fairshake-191-million,dlnews.com,DEAD,1,Stories/Published/Investigations/Crypto PAC Regulatory Capture - Fairshake 2026.md
https://dlnews.com/articles/fairshake-cash-record,dlnews.com,DEAD,1,Stories/Published/Investigations/Crypto PAC Regulatory Capture - Fairshake 2026.md
https://www.dlnews.com/articles/markets/crypto-loses-illinois-vote-but-fairshake-vows-to-fight-on/,dlnews.com,DEAD,1,Politicians/Democrats/Senate/Juliana Stratton/Illinois Senate Primary Money War.md
https://www.dol.gov/agencies/eta/naws,dol.gov,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Immigration/H-2A Guest Worker Pipeline and Farmworker Vulnerability.md
https://www.dol.gov/agencies/olms,dol.gov,DEAD,1,Donors & Power Networks/Education/National Education Association.md
https://www.dol.gov/agencies/whd/agriculture/h2a,dol.gov,DEAD,1,Donors & Power Networks/Agriculture/Agricultural Labor Vulnerability Donors.md
https://www.dol.gov/agencies/whd/government-contracts/prevailing-wage,dol.gov,DEAD,1,Donors & Power Networks/Labor Unions/IBEW - International Brotherhood of Electrical Workers.md
https://www.dol.gov/agencies/whd/minimum-wage/history,dol.gov,DEAD,1,Donors & Power Networks/Restaurant & Food/National Restaurant Association.md
https://www.dropsitenews.com/author/jeremy-scahill/,dropsitenews.com,DEAD,1,Media & Influence Pipeline/Left/Jeremy Scahill.md
https://www.dropsitenews.com/author/ryan-grim/,dropsitenews.com,DEAD,1,Media & Influence Pipeline/Left/Ryan Grim.md
https://www.eastbaytimes.com/2013/02/14/chevron-agrees-to-pay-90-million-to-settle-richmond-refinery-fire-claims/,eastbaytimes.com,DEAD,1,Donors & Power Networks/Energy & Utilities/Chevron.md
https://www.eastbaytimes.com/2026/02/09/in-the-race-for-california-governor-steve-hilton-has-a-new-target-fellow-republican-chad-bianco/,eastbaytimes.com,DEAD,1,Politicians/Races/CA Governor 2026/Chad Bianco/2026 Governor Race/The Gubernatorial Pivot - From Sheriff to Culture War Candidate.md
https://www.ebsco.com/research-starters/communication-and-mass-media/fairness-and-accuracy-reporting-fair,ebsco.com,DEAD,1,Media & Influence Pipeline/The Both-Sides Illusion (Media Edition) — Shared Infrastructure Behind Opposing Voices.md
https://www.ebsco.com/research-starters/politics-and-government/maria-cantwell,ebsco.com,DEAD,1,Politicians/Democrats/Senate/Maria Cantwell/_Maria Cantwell Master Profile.md
https://www.ebsco.com/research-starters/social-sciences-and-humanities/cuban-american-national-foundation-canf,ebsco.com,DEAD,1,Stories/Published/Investigations/The Nuestra America Convoy - How the Donor Class Attacked a Humanitarian Mission.md
https://economicrt.org/publication/rights-at-risk/,economicrt.org,DEAD,1,Politicians/Democrats/Governors/Gavin Newsom/Labor/Prop 22 - The $200M Corporate Rollback.md
https://www.edweek.org/policy-politics/bobby-scott,edweek.org,DEAD,1,Politicians/Democrats/House/Bobby Scott/_Bobby Scott Master Profile.md
https://www.eenews.net/articles/mccarthy-gets-most-oil-gas-money-of-any-house-member/,eenews.net,DEAD,1,Politicians/Republicans/House/_Kevin McCarthy Master Profile.md
https://www.eff.org/deeplinks/2013/06/prism-what-we-know,eff.org,DEAD,1,Politicians/Democrats/Presidential/Barack Obama/The Silicon Valley Presidency - Google Surveillance and Market Dominance.md
https://efile.fara.gov/efile/Submissions.aspx,efile.fara.gov,DEAD,1,Donors & Power Networks/Dark Money/Ballard Partners.md
https://efile.fara.gov/ords/fara/f,efile.fara.gov,DEAD,4,Donors & Power Networks/Foreign/Israel - Government Lobbying Operation.md | Donors & Power Networks/Foreign/Saudi Arabia - Kingdom Investment.md | Donors & Power Networks/Foreign/Turkey - Erdogan Lobbying Operation.md | Donors & Power Networks/Foreign/United Arab Emirates - Influence Operation.md
https://www.emcresearch.com/ohio-polls,emcresearch.com,DEAD,1,Stories/Published/Ohio 2026 - The Donor Pipeline Comparison - Acton vs Ramaswamy.md
https://www.emcresearch.org/polls,emcresearch.org,CONNECTION_ERROR,1,Stories/Published/Ohio 2026 Governor Race - The Structural Landscape.md
