ein,entity_id,vault_name,vault_url,profile_path,irs_filer_name,has_990_filings,filing_years,in_vault
474822520,ent_000122,National Rental Home Council,https://thedonormap.org/Donors%20&%20Power%20Networks/Real%20Estate%20&%20Housing/National%20Rental%20Home%20Council,content/Donors & Power Networks/Real Estate & Housing/National Rental Home Council.md,NATIONAL RENTAL HOME COUNCIL,true,2018|2019|2020|2021|2022|2023,true
361525480,ent_000118,National Restaurant Association,https://thedonormap.org/Donors%20&%20Power%20Networks/Restaurant%20&%20Food/National%20Restaurant%20Association,content/Donors & Power Networks/Restaurant & Food/National Restaurant Association.md,National Restaurant Association,true,2018|2019|2020|2022|2023|2024,true
351046434,ent_000101,National Rifle Association,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/National%20Rifle%20Association,content/Donors & Power Networks/Super PACs/National Rifle Association.md,NATIONAL MUZZZLE LOADING RIFLE,true,2018|2019|2020|2022|2023|2024,true
132654926,ent_001532,Natural Resources Defense Council,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Natural%20Resources%20Defense%20Council,content/Donors & Power Networks/Dark Money/Natural Resources Defense Council.md,,false,,true
133191113,ent_001533,NEO Philanthropy,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/NEO%20Philanthropy,content/Donors & Power Networks/Dark Money/NEO Philanthropy.md,,false,,true
205806345,ent_000411,New Venture Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/New%20Venture%20Fund,content/Donors & Power Networks/Dark Money/New Venture Fund.md,NEW VENTURE FUND,true,2018|2019|2020|2022|2023|2024,true
850803187,ent_000230,News Corp - Fox Corporation,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Entertainment/News%20Corp%20-%20Fox%20Corporation,content/Donors & Power Networks/Media & Entertainment/News Corp - Fox Corporation.md,,false,,true
650031452,ent_000321,NextEra Energy,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/NextEra%20Energy,content/Donors & Power Networks/Energy & Utilities/NextEra Energy.md,NextEra Energy Foundation Inc,true,2020|2022|2023|2024,true
352841377,ent_000270,NORPAC,https://thedonormap.org/Donors%20&%20Power%20Networks/Israel%20Lobby/NORPAC,content/Donors & Power Networks/Israel Lobby/NORPAC.md,,false,,true
834011547,ent_001534,North Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/North%20Fund,content/Donors & Power Networks/Dark Money/North Fund.md,,false,,true
956095343,ent_000358,Northrop Grumman,https://thedonormap.org/Donors%20&%20Power%20Networks/Defense%20&%20Intelligence/Northrop%20Grumman,content/Donors & Power Networks/Defense & Intelligence/Northrop Grumman.md,THE NORTHROP GRUMMAN FOUNDATION,true,2018|2019|2020|2022|2023|2024,true
237245152,ent_000412,Ocean Conservancy,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Ocean%20Conservancy,content/Donors & Power Networks/Dark Money/Ocean Conservancy.md,Ocean Conservancy,true,2018|2019|2020|2021|2022|2023|2024,true
273554312,ent_000413,Ohio Democratic Party,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Ohio%20Democratic%20Party,content/Donors & Power Networks/Dark Money/Ohio Democratic Party.md,,false,,true
113195338,ent_000271,One Israel Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Israel%20Lobby/One%20Israel%20Fund,content/Donors & Power Networks/Israel Lobby/One Israel Fund.md,ONE ISRAEL FUND LTD,true,2018|2019|2020|2022|2023|2024,true
271937961,ent_000102,One Nation,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/One%20Nation,content/Donors & Power Networks/Super PACs/One Nation.md,ONE NATION,true,2019|2020|2022|2023|2024,true
273743368,ent_000415,Open Society Foundations,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Open%20Society%20Foundations,content/Donors & Power Networks/Dark Money/Open Society Foundations.md,OPEN MUSIC SOCIETY FOUNDATION,true,2018,true
810861541,ent_000064,OpenAI,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/OpenAI,content/Donors & Power Networks/Tech & Crypto/OpenAI.md,OpenAI Inc,true,2017|2018|2019|2020|2022|2023|2024,true
455577678,ent_000065,Oracle,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/Oracle,content/Donors & Power Networks/Tech & Crypto/Oracle.md,Oracle Piano Society,true,2020|2021|2022|2023,true
461827418,ent_000416,Organizing for Action,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Organizing%20for%20Action,content/Donors & Power Networks/Dark Money/Organizing for Action.md,Organizing for Action,true,2018|2019,true
272009342,ent_000199,Paul Singer,https://thedonormap.org/Donors%20&%20Power%20Networks/Mega-Donors/Paul%20Singer,content/Donors & Power Networks/Mega-Donors/Paul Singer.md,THE PAUL E SINGER FOUNDATION,true,2018|2019|2020|2021|2022|2023|2024,true
136083839,ent_000149,Pfizer Inc.,https://thedonormap.org/Donors%20&%20Power%20Networks/Pharma%20&%20Healthcare/Pfizer,content/Donors & Power Networks/Pharma & Healthcare/Pfizer.md,THE PFIZER FOUNDATION INC,true,2020|2022|2023|2024,true
943358729,ent_000326,PG&E,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/PG&E,content/Donors & Power Networks/Energy & Utilities/PG&E.md,The PG&amp;E Corporation Foundation,true,2019|2020|2022|2023|2024,true
201337481,ent_000325,PG&E - Pacific Gas and Electric,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/PG&E%20-%20Pacific%20Gas%20and%20Electric,content/Donors & Power Networks/Energy & Utilities/PG&E - Pacific Gas and Electric.md,PG&amp;E Employees Community Fund,true,2019|2020|2022|2023,true
431985339,ent_000151,Pharmaceutical Industry,https://thedonormap.org/Donors%20&%20Power%20Networks/Pharma%20&%20Healthcare/Pharmaceutical%20Industry,content/Donors & Power Networks/Pharma & Healthcare/Pharmaceutical Industry.md,PHARMACEUTICAL INDUSTRY LABOR,true,2018|2019|2020|2021|2022|2023,true
530241211,ent_000152,PhRMA - Pharmaceutical Research and Manufacturers of America,https://thedonormap.org/Donors%20&%20Power%20Networks/Pharma%20&%20Healthcare/PhRMA,content/Donors & Power Networks/Pharma & Healthcare/PhRMA.md,PHARMACEUTICAL RESEARCH &amp; MANUFACTURERS,true,2018|2019|2020|2022|2023|2024,true
131644147,ent_001510,Planned Parenthood Federation of America,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Planned%20Parenthood%20Federation%20of%20America,content/Donors & Power Networks/Dark Money/Planned Parenthood Federation of America.md,PLANNED PARENTHOOD FEDERATION OF AMERICA INC,true,2020|2021|2022,true
561858873,ent_000103,Preserve America,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/Preserve%20America,content/Donors & Power Networks/Super PACs/Preserve America.md,,false,,true
841989534,ent_001489,Prime Policy Group,https://thedonormap.org/Lobbying%20Firms%20&%20K%20Street/Prime%20Policy%20Group,content/Lobbying Firms & K Street/Prime Policy Group.md,California Policy Group,true,2020|2021|2022|2023,true
833099604,ent_000104,Priorities USA Action,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/Priorities%20USA%20Action,content/Donors & Power Networks/Super PACs/Priorities USA Action.md,ACTION TANK,true,2020|2021|2022|2023,true
043243004,ent_001535,Proteus Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Proteus%20Fund,content/Donors & Power Networks/Dark Money/Proteus Fund.md,,false,,true
951958142,ent_001496,RAND Corporation,https://thedonormap.org/Think%20Tanks%20&%20Policy%20Infrastructure/Centrist/RAND%20Corporation,content/Think Tanks & Policy Infrastructure/Centrist/RAND Corporation.md,THE RAND CORPORATION,true,2018|2019|2020|2021|2022|2023|2024,true
131201480,ent_000132,Real Estate Board of New York,https://thedonormap.org/Donors%20&%20Power%20Networks/Real%20Estate/Real%20Estate%20Board%20of%20New%20York,content/Donors & Power Networks/Real Estate/Real Estate Board of New York.md,THE REAL ESTATE BOARD OF,true,2018|2019|2020|2022|2023|2024,true
991696593,ent_000135,Real Estate Industry,https://thedonormap.org/Donors%20&%20Power%20Networks/Real%20Estate/Real%20Estate%20Industry,content/Donors & Power Networks/Real Estate/Real Estate Industry.md,,false,,true
521128863,ent_000136,Real Estate Roundtable,https://thedonormap.org/Donors%20&%20Power%20Networks/Real%20Estate/Real%20Estate%20Roundtable,content/Donors & Power Networks/Real Estate/Real Estate Roundtable.md,THE REAL ESTATE ROUNDTABLE INC,true,2019|2020|2021|2023|2024|2025,true
352129262,ent_001520,Renaissance Charitable Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Renaissance%20Charitable%20Foundation,content/Donors & Power Networks/Wall Street/Renaissance Charitable Foundation.md,Renaissance Charitable Foundation Inc,true,2020|2022,true
521386172,ent_000272,Republican Jewish Coalition,https://thedonormap.org/Donors%20&%20Power%20Networks/Israel%20Lobby/Republican%20Jewish%20Coalition,content/Donors & Power Networks/Israel Lobby/Republican Jewish Coalition.md,REPUBLICAN JEWISH COALITION,true,2018|2019|2020|2022|2023|2024,true
956203844,ent_000239,Riverside Sheriffs Association,https://thedonormap.org/Donors%20&%20Power%20Networks/Law%20Enforcement/Riverside%20Sheriffs%20Association,content/Donors & Power Networks/Law Enforcement/Riverside Sheriffs Association.md,Riverside Sheriffs' Association,true,2018|2019|2020|2022|2023,true
133441066,ent_001529,Robin Hood Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Robin%20Hood%20Foundation,content/Donors & Power Networks/Wall Street/Robin Hood Foundation.md,,false,,true
133615533,ent_001511,Rockefeller Philanthropy Advisors,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Rockefeller%20Philanthropy%20Advisors,content/Donors & Power Networks/Dark Money/Rockefeller Philanthropy Advisors.md,ROCKEFELLER PHILANTHROPY ADVISORS INC,true,2020|2021|2022,true
237213592,ent_001506,Roosevelt Institute,https://thedonormap.org/Think%20Tanks%20&%20Policy%20Infrastructure/Liberal/Roosevelt%20Institute,content/Think Tanks & Policy Infrastructure/Liberal/Roosevelt Institute.md,THE ROOSEVELT INSTITUTE,true,2018|2020|2021|2022|2023|2024,true
831047727,ent_001480,Rule of Law Trust,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Rule%20of%20Law%20Trust,content/Donors & Power Networks/Dark Money/Rule of Law Trust.md,Rule of Law Trust,true,2020|2022|2023|2024,true
933113620,ent_000106,Save America PAC,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/Save%20America%20PAC,content/Donors & Power Networks/Super PACs/Save America PAC.md,,false,,true
311640316,ent_001483,Schwab Charitable Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Schwab%20Charitable%20Fund,content/Donors & Power Networks/Wall Street/Schwab Charitable Fund.md,SCHWAB CHARITABLE FUND,true,2018|2019|2020|2021|2022|2023|2024,true
361760052,ent_000253,SEIU - Service Employees International Union,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/SEIU%20-%20Service%20Employees%20International%20Union,content/Donors & Power Networks/Labor Unions/SEIU - Service Employees International Union.md,SERVICE EMPLOYEES INTERNATIONAL UNION,true,2018|2019|2020|2022|2023|2024,true
862883453,ent_000107,Senate Leadership Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/Senate%20Leadership%20Fund,content/Donors & Power Networks/Super PACs/Senate Leadership Fund.md,COMMON SENSE LEADERSHIP FUND INC,true,2022|2023,true
824373804,ent_000109,Sentinel Action Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/Sentinel%20Action%20Fund,content/Donors & Power Networks/Super PACs/Sentinel Action Fund.md,GROVE ACTION FUND,true,2018|2019|2020|2021|2022|2023|2024,true
886063073,ent_000212,Sheldon & Miriam Adelson,https://thedonormap.org/Donors%20&%20Power%20Networks/Mega-Donors/Sheldon%20Adelson,content/Donors & Power Networks/Mega-Donors/Sheldon Adelson.md,DR MIRIAM &amp; SHELDON G ADELSON,true,2018|2019|2020|2022|2023|2024,true
946069890,ent_001536,Sierra Club Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Sierra%20Club%20Foundation,content/Donors & Power Networks/Dark Money/Sierra Club Foundation.md,,false,,true
205205488,ent_001521,Silicon Valley Community Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Silicon%20Valley%20Community%20Foundation,content/Donors & Power Networks/Wall Street/Silicon Valley Community Foundation.md,Silicon Valley Community Foundation,true,2020|2022,true
330152369,ent_000068,Silicon Valley Donors,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/Silicon%20Valley%20Donors,content/Donors & Power Networks/Tech & Crypto/Silicon Valley Donors.md,DONORS OF VALLEY ENDEAVORS,true,2019|2020|2021|2022|2023|2024|2025,true
911500276,ent_000231,Sinclair Broadcast Group,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Entertainment/Sinclair%20Broadcast%20Group,content/Donors & Power Networks/Media & Entertainment/Sinclair Broadcast Group.md,THE SINCLAIR BROADCAST DIVERSITY SCHOLARSHIP FUND,true,2020|2021|2022|2023,true
465691580,ent_000232,Sinclair Broadcasting Group,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Entertainment/Sinclair%20Broadcasting%20Group,content/Donors & Power Networks/Media & Entertainment/Sinclair Broadcasting Group.md,,false,,true
264486735,ent_000419,Sixteen Thirty Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Sixteen%20Thirty%20Fund,content/Donors & Power Networks/Dark Money/Sixteen Thirty Fund.md,SIXTEEN THIRTY FUND,true,2018|2019|2020|2022|2023,true
300749713,ent_000327,Southern Company,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/Southern%20Company,content/Donors & Power Networks/Energy & Utilities/Southern Company.md,SOUTHERN SHAKESPEARE COMPANY INC,true,2021|2022|2023|2024|2025,true
873059688,ent_000069,SpaceX,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/SpaceX,content/Donors & Power Networks/Tech & Crypto/SpaceX.md,Maker Space X,true,2023|2024,true
874117395,ent_000421,Sports Betting Alliance,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Sports%20Betting%20Alliance,content/Donors & Power Networks/Dark Money/Sports Betting Alliance.md,SPORTS BETTING ALLIANCE,true,2022|2023|2024,true
912166417,ent_000422,Stand Together,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Stand%20Together,content/Donors & Power Networks/Dark Money/Stand Together.md,Stand Together,true,2018|2019|2020|2022,true
273197768,ent_001524,Stand Together Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Stand%20Together%20Foundation,content/Donors & Power Networks/Dark Money/Stand Together Foundation.md,,false,,true
911795425,ent_000119,Starbucks,https://thedonormap.org/Donors%20&%20Power%20Networks/Restaurant%20&%20Food/Starbucks,content/Donors & Power Networks/Restaurant & Food/Starbucks.md,The Starbucks Foundation,true,2018|2020|2021|2022|2023|2024,true
570952531,ent_001502,State Policy Network,https://thedonormap.org/Think%20Tanks%20&%20Policy%20Infrastructure/Conservative/State%20Policy%20Network,content/Think Tanks & Policy Infrastructure/Conservative/State Policy Network.md,STATE POLICY NETWORK,true,2018|2019|2020|2021|2022|2023|2024,true
842113822,ent_001537,States Newsroom,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Influence/States%20Newsroom,content/Donors & Power Networks/Media & Influence/States Newsroom.md,,false,,true
474634539,ent_000213,Stephen Schwarzman,https://thedonormap.org/Donors%20&%20Power%20Networks/Mega-Donors/Stephen%20Schwarzman,content/Donors & Power Networks/Mega-Donors/Stephen Schwarzman.md,STEPHEN A SCHWARZMAN FOUNDATION,true,2018|2020|2022|2023,true
940963930,ent_000254,Teamsters - International Brotherhood of Teamsters,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/Teamsters%20-%20International%20Brotherhood%20of%20Teamsters,content/Donors & Power Networks/Labor Unions/Teamsters - International Brotherhood of Teamsters.md,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,true,2018|2019|2020|2022|2023|2024,true
954538000,ent_000071,Tech Industry,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/Tech%20Industry,content/Donors & Power Networks/Tech & Crypto/Tech Industry.md,SEAFARERS INTERNATIONAL UNION OF IUPTW,true,2018|2019|2020|2022|2023|2024,true
742873537,ent_000286,Tenet Healthcare,https://thedonormap.org/Donors%20&%20Power%20Networks/Healthcare/Tenet%20Healthcare,content/Donors & Power Networks/Healthcare/Tenet Healthcare.md,Tenet Healthcare Foundation,true,2020|2022|2023,true
202466871,ent_000423,The 85 Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/The%2085%20Fund,content/Donors & Power Networks/Dark Money/The 85 Fund.md,The 85 Fund,true,2020|2022|2023,true
464950751,ent_001525,The Barack Obama Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/The%20Barack%20Obama%20Foundation,content/Donors & Power Networks/Dark Money/The Barack Obama Foundation.md,,false,,true
202303252,ent_001481,The Concord Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/The%20Concord%20Fund,content/Donors & Power Networks/Dark Money/The Concord Fund.md,The Concord Fund,true,2019|2021|2022|2023,true
463508366,ent_001526,The Seminar Network,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/The%20Seminar%20Network,content/Donors & Power Networks/Dark Money/The Seminar Network.md,,false,,true
201734070,ent_001497,Third Way,https://thedonormap.org/Think%20Tanks%20&%20Policy%20Infrastructure/Centrist/Third%20Way,content/Think Tanks & Policy Infrastructure/Centrist/Third Way.md,THIRD WAY,true,2018|2019|2020|2021|2022|2023,true
134037377,ent_000137,Tisch Family,https://thedonormap.org/Donors%20&%20Power%20Networks/Real%20Estate/Tisch%20Family,content/Donors & Power Networks/Real Estate/Tisch Family.md,THE STEVE TISCH FAMILY FOUNDATION,true,2020|2022|2023|2024,true
800835023,ent_000424,TPUSA - Turning Point USA,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/TPUSA%20-%20Turning%20Point%20USA,content/Donors & Power Networks/Dark Money/TPUSA - Turning Point USA.md,TURNING POINT USA INC,true,2018|2019|2020|2021|2022|2023,true
371064396,ent_000425,Trial Lawyers Fund,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Trial%20Lawyers%20Fund,content/Donors & Power Networks/Dark Money/Trial Lawyers Fund.md,Illinois Trial Lawyers Education Fund,true,2018|2019|2020|2021|2022|2023|2024|2025,true
363550786,ent_000427,Trump Donor Coalition,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Trump%20Donor%20Coalition,content/Donors & Power Networks/Dark Money/Trump Donor Coalition.md,,false,,true
476014039,ent_000452,Tyson Foods,https://thedonormap.org/Donors%20&%20Power%20Networks/Agriculture/Tyson%20Foods,content/Donors & Power Networks/Agriculture/Tyson Foods.md,TYSON FOODS FOUNDATION INC,true,2020|2021,true
340200249,ent_000255,UAW - United Auto Workers,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/UAW%20-%20United%20Auto%20Workers,content/Donors & Power Networks/Labor Unions/UAW - United Auto Workers.md,INTERNATIONAL UNION UNITED AUTO AEROSPACE &amp; AGRICULTUREAL WORKERS 856 UAW,true,2021|2022|2023,true
884207935,ent_000296,Uber,https://thedonormap.org/Donors%20&%20Power%20Networks/Gig%20Economy/Uber,content/Donors & Power Networks/Gig Economy/Uber.md,Casa Uber Ales,true,2024,true
201130122,ent_000256,UFCW - United Food and Commercial Workers,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/UFCW%20-%20United%20Food%20and%20Commercial%20Workers,content/Donors & Power Networks/Labor Unions/UFCW - United Food and Commercial Workers.md,United Food and Commercial Workers International Union UFCW Local 540 &amp; Exc,true,2018|2019|2020|2022|2023,true
352455960,ent_000257,UNITE HERE,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/UNITE%20HERE,content/Donors & Power Networks/Labor Unions/UNITE HERE.md,,false,,true
420606689,ent_000219,United Auto Workers,https://thedonormap.org/Donors%20&%20Power%20Networks/Mega-Donors/United%20Auto%20Workers,content/Donors & Power Networks/Mega-Donors/United Auto Workers.md,International Union United Auto Workers Local 450,true,2020|2021|2022|2023,true
941448579,ent_000258,United Farm Workers,https://thedonormap.org/Donors%20&%20Power%20Networks/Labor%20Unions/United%20Farm%20Workers,content/Donors & Power Networks/Labor Unions/United Farm Workers.md,United Farm Workers of America,true,2018|2019|2020|2022|2023|2024,true
520880375,ent_001507,Urban Institute,https://thedonormap.org/Think%20Tanks%20&%20Policy%20Infrastructure/Liberal/Urban%20Institute,content/Think Tanks & Policy Infrastructure/Liberal/Urban Institute.md,The Urban Institute,true,2018|2019|2020|2021|2022|2023,true
461561597,ent_000428,US Chamber of Commerce,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/US%20Chamber%20of%20Commerce,content/Donors & Power Networks/Dark Money/US Chamber of Commerce.md,US Chamber of Commerce Foundation,true,2018|2019|2020|2022|2023|2024,true
742904514,ent_000328,Valero Energy,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/Valero%20Energy,content/Donors & Power Networks/Energy & Utilities/Valero Energy.md,VALERO ENERGY FOUNDATION,true,2020|2021|2022|2023|2024,true
232888152,ent_001522,Vanguard Charitable Endowment Program,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Vanguard%20Charitable%20Endowment%20Program,content/Donors & Power Networks/Wall Street/Vanguard Charitable Endowment Program.md,Vanguard Charitable Endowment Program,true,2021|2022,true
133319048,ent_000234,Verizon,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Entertainment/Verizon,content/Donors & Power Networks/Media & Entertainment/Verizon.md,VERIZON FOUNDATION,true,2020|2022|2023,true
223419667,ent_001512,Vital Strategies,https://thedonormap.org/Donors%20&%20Power%20Networks/Dark%20Money/Vital%20Strategies,content/Donors & Power Networks/Dark Money/Vital Strategies.md,VITAL STRATEGIES INC,true,2020|2022,true
710569421,ent_000035,Walmart,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Walmart,content/Donors & Power Networks/Wall Street/Walmart.md,WALMART INC,true,2019|2020|2021|2022|2023|2024,true
956037079,ent_000235,Walt Disney Company,https://thedonormap.org/Donors%20&%20Power%20Networks/Media%20&%20Entertainment/Walt%20Disney%20Company,content/Donors & Power Networks/Media & Entertainment/Walt Disney Company.md,THE WALT DISNEY COMPANY FOUNDATION,true,2018|2019|2021|2022|2023|2024,true
472066714,ent_000340,Walton Family Foundation,https://thedonormap.org/Donors%20&%20Power%20Networks/Education/Walton%20Family%20Foundation,content/Donors & Power Networks/Education/Walton Family Foundation.md,WALTON FAMILY FOUNDATION,true,2018|2020|2021|2022|2023,true
411367441,ent_000036,Wells Fargo,https://thedonormap.org/Donors%20&%20Power%20Networks/Wall%20Street/Wells%20Fargo,content/Donors & Power Networks/Wall Street/Wells Fargo.md,WELLS FARGO FOUNDATION,true,2020|2021|2022|2023,true
751972150,ent_000453,Western Growers Association,https://thedonormap.org/Donors%20&%20Power%20Networks/Agriculture/Western%20Growers%20Association,content/Donors & Power Networks/Agriculture/Western Growers Association.md,WESTERN PEANUT GROWERS',true,2018|2019|2020|2022|2023|2024|2025,true
237413843,ent_000330,Williams Companies,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/Williams%20Companies,content/Donors & Power Networks/Energy & Utilities/Williams Companies.md,WILLIAMS COMPANIES FOUNDATON INC,true,2020|2022|2023|2024,true
451839927,ent_000115,WinRed,https://thedonormap.org/Donors%20&%20Power%20Networks/Super%20PACs/WinRed,content/Donors & Power Networks/Super PACs/WinRed.md,,false,,true
813552287,ent_000078,World Liberty Financial,https://thedonormap.org/Donors%20&%20Power%20Networks/Tech%20&%20Crypto/World%20Liberty%20Financial,content/Donors & Power Networks/Tech & Crypto/World Liberty Financial.md,,false,,true
950596680,ent_000331,WSPA - Western States Petroleum Association,https://thedonormap.org/Donors%20&%20Power%20Networks/Energy%20&%20Utilities/WSPA%20-%20Western%20States%20Petroleum%20Association,content/Donors & Power Networks/Energy & Utilities/WSPA - Western States Petroleum Association.md,WESTERN STATES PETROLEUM ASSOCIATION,true,2018|2019|2020|2022|2023|2024,true
